yearRequest,monthRequest,dateRequest,yearClosed,monthClosed,dateClosed,srvrequestid,caseagedays,status,servicename,latitude,longitude,district
2021,Jan,2021-01-23,2021,Jan,2021-01-28,3216370,5,Closed,Pothole,32.8801269,-117.17655,1
2021,Jan,2021-01-23,2021,Feb,2021-02-01,3216376,9,Closed,Pothole,32.8354389,-117.17773,6
2021,Jan,2021-01-23,2021,Jan,2021-01-23,3216482,0,Referred,Pothole,32.8150496,-117.08113,7
2021,Jan,2021-01-23,2021,Mar,2021-03-17,3216499,53,Closed,Pothole,32.7484156,-117.15402,3
2021,Jan,2021-01-23,2021,Feb,2021-02-09,3216513,17,Closed,Pothole,32.718107,-117.07353,4
2021,Jan,2021-01-23,2021,Feb,2021-02-17,3216528,25,Closed,Pothole,32.7714412,-117.14015,7
2021,Jan,2021-01-23,2021,Feb,2021-02-10,3216538,18,Closed,Pothole,32.7336979,-117.2326,2
2021,Jan,2021-01-23,2021,Jan,2021-01-28,3216690,5,Closed,Pothole,32.7383616,-117.17229,3
2021,Jan,2021-01-23,2021,Jan,2021-01-30,3216721,7,Closed,Pothole,32.7484361,-117.13829,3
2021,Jan,2021-01-23,2021,Feb,2021-02-01,3216730,9,Closed,Pothole,32.8327231,-117.14604,6
2021,Jan,2021-01-23,2021,Feb,2021-02-01,3216744,9,Closed,Pothole,32.9057223,-117.13615,6
2021,Jan,2021-01-23,2021,Jan,2021-01-25,3216773,2,Closed,Pothole,32.706425,-117.14946,3
2021,Jan,2021-01-23,2021,Jan,2021-01-25,3216783,2,Closed,Pothole,32.704905,-117.14949,8
2021,Jan,2021-01-23,2021,Jan,2021-01-23,3216827,0,Referred,Pothole,32.7151966,-117.12685,3
2021,Jan,2021-01-23,2021,Jan,2021-01-23,3216828,0,Referred,Pothole,32.7151712,-117.12687,3
2021,Jan,2021-01-23,2021,Jan,2021-01-25,3216832,2,Closed,Pothole,32.7801501,-117.23771,2
2021,Jan,2021-01-23,2021,Feb,2021-02-03,3216867,11,Closed,Pothole,32.7553873,-117.13885,3
2021,Jan,2021-01-24,2021,Feb,2021-02-03,3216944,10,Closed,Pothole,32.7694039,-117.04486,9
2021,Jan,2021-01-24,2021,Feb,2021-02-03,3216956,10,Closed,Pothole,32.7695722,-117.04487,9
2021,Jan,2021-01-24,2021,Jan,2021-01-25,3216957,1,Closed,Pothole,32.7801566,-117.23764,2
2021,Jan,2021-01-24,2021,Feb,2021-02-03,3216968,10,Closed,Pothole,32.732429,-117.16392,3
2021,Jan,2021-01-24,2021,Feb,2021-02-03,3216970,10,Closed,Pothole,32.7315405,-117.16385,3
2021,Jan,2021-01-24,2021,Feb,2021-02-12,3216973,19,Closed,Pothole,32.802253,-117.21969,2
2021,Jan,2021-01-24,2021,Feb,2021-02-03,3216974,10,Closed,Pothole,32.7314017,-117.16593,3
2021,Jan,2021-01-24,2021,Jan,2021-01-25,3216987,1,Closed,Pothole,32.7823013,-117.23907,2
2021,Jan,2021-01-24,2021,Feb,2021-02-03,3216989,10,Closed,Pothole,32.750403,-117.17138,3
2021,Jan,2021-01-24,2021,Feb,2021-02-05,3217014,12,Closed,Pothole,32.7175819,-117.11008,9
2021,Jan,2021-01-24,2021,Feb,2021-02-01,3217039,8,Closed,Pothole,32.9997778,-117.07865,5
2021,Jan,2021-01-24,,,,3217057,64,In Process,Pothole,32.6931948,-117.13986,8
2021,Jan,2021-01-24,2021,Jan,2021-01-25,3217079,1,Closed,Pothole,32.8038533,-117.01576,7
2021,Jan,2021-01-24,2021,Feb,2021-02-10,3217085,17,Closed,Pothole,32.803861,-117.01564,7
2021,Jan,2021-01-24,,,,3217090,63,In Process,Pothole,32.7423488,-117.08121,4
2021,Jan,2021-01-24,2021,Jan,2021-01-30,3217096,6,Closed,Pothole,32.8269883,-117.09569,7
2021,Jan,2021-01-24,2021,Jan,2021-01-28,3217136,4,Closed,Pothole,32.8075415,-117.21196,2
2021,Jan,2021-01-24,2021,Feb,2021-02-10,3217148,17,Closed,Pothole,32.7476714,-117.20288,2
2021,Jan,2021-01-24,2021,Feb,2021-02-10,3217150,17,Closed,Pothole,32.7419653,-117.18312,2
2021,Jan,2021-01-24,2021,Feb,2021-02-12,3217159,19,Closed,Pothole,32.8011995,-117.22585,2
2021,Jan,2021-01-24,2021,Jan,2021-01-25,3217178,1,Closed,Pothole,32.711945,-117.14864,3
2021,Jan,2021-01-24,2021,Jan,2021-01-25,3217216,1,Closed,Pothole,32.7125783,-117.14855,3
2021,Jan,2021-01-24,2021,Jan,2021-01-28,3217218,4,Closed,Pothole,32.7468034,-117.18017,3
2021,Jan,2021-01-24,2021,Jan,2021-01-25,3217221,1,Closed,Pothole,32.7127416,-117.14861,3
2021,Jan,2021-01-24,2021,Jan,2021-01-25,3217237,1,Closed,Pothole,32.7131116,-117.14864,3
2021,Jan,2021-01-24,2021,Jan,2021-01-28,3217242,4,Closed,Pothole,32.7683903,-117.12179,3
2021,Jan,2021-01-24,2021,Jan,2021-01-25,3217256,1,Closed,Pothole,32.7135916,-117.1486,3
2021,Jan,2021-01-24,2021,Feb,2021-02-02,3217260,9,Closed,Pothole,32.7008766,-117.07725,4
2021,Jan,2021-01-24,2021,Feb,2021-02-10,3217295,17,Closed,Pothole,32.7105599,-117.13814,8
2021,Jan,2021-01-24,2021,Feb,2021-02-01,3217299,8,Closed,Pothole,32.92412,-117.14076,6
2021,Jan,2021-01-24,2021,Jan,2021-01-27,3217307,3,Closed,Pothole,32.7158,-117.14685,3
2021,Jan,2021-01-24,2021,Jan,2021-01-27,3217310,3,Closed,Pothole,32.7157283,-117.14686,3
2021,Jan,2021-01-24,2021,Jan,2021-01-27,3217312,3,Closed,Pothole,32.7157666,-117.14675,3
2021,Jan,2021-01-24,2021,Feb,2021-02-10,3217332,17,Closed,Pothole,32.707512,-117.12463,8
2021,Jan,2021-01-24,2021,Jan,2021-01-25,3217407,1,Closed,Pothole,32.9995107,-117.07853,5
2021,Jan,2021-01-24,2021,Jan,2021-01-25,3217409,1,Closed,Pothole,32.8134416,-117.17383,6
2021,Jan,2021-01-24,2021,Jan,2021-01-25,3217416,1,Closed,Pothole,32.8134383,-117.17372,6
2021,Jan,2021-01-24,2021,Jan,2021-01-25,3217421,1,Closed,Pothole,32.7695785,-117.04491,9
2021,Jan,2021-01-24,2021,Feb,2021-02-01,3217422,8,Closed,Pothole,32.8136788,-117.17437,6
2021,Jan,2021-01-24,2021,Jan,2021-01-25,3217425,1,Closed,Pothole,32.8136648,-117.17434,6
2021,Jan,2021-01-24,2021,Feb,2021-02-05,3217442,12,Closed,Pothole,32.7552722,-117.10745,9
2021,Jan,2021-01-24,2021,Feb,2021-02-03,3217448,10,Closed,Pothole,32.7314477,-117.16392,3
2021,Jan,2021-01-24,2021,Feb,2021-02-01,3217454,8,Closed,Pothole,32.840742,-117.17815,6
2021,Jan,2021-01-24,2021,Feb,2021-02-01,3217467,8,Closed,Pothole,32.8103538,-117.18562,6
2021,Jan,2021-01-24,2021,Feb,2021-02-01,3217487,8,Closed,Pothole,32.715195,-117.12682,3
2021,Jan,2021-01-24,2021,Jan,2021-01-25,3217534,1,Closed,Pothole,32.8116748,-117.2028,2
2021,Jan,2021-01-24,2021,Jan,2021-01-30,3217594,6,Closed,Pothole,32.7194583,-117.14981,3
2021,Jan,2021-01-24,2021,Jan,2021-01-30,3217598,6,Closed,Pothole,32.7194583,-117.1502,3
2021,Jan,2021-01-24,2021,Jan,2021-01-25,3217650,1,Closed,Pothole,32.8077941,-117.21101,2
2021,Jan,2021-01-24,2021,Feb,2021-02-24,3217704,31,Closed,Pothole,32.5863333,-117.0926,8
2021,Jan,2021-01-25,2021,Feb,2021-02-01,3217863,7,Closed,Pothole,32.8096443,-117.1407,7
2021,Jan,2021-01-25,2021,Feb,2021-02-01,3217889,7,Closed,Pothole,32.8360856,-117.20149,6
2021,Jan,2021-01-25,2021,Feb,2021-02-02,3217947,8,Closed,Pothole,32.6915338,-117.07373,4
2021,Jan,2021-01-25,2021,Feb,2021-02-01,3217982,7,Closed,Pothole,32.8206541,-117.17801,6
2021,Jan,2021-01-25,2021,Feb,2021-02-11,3218032,17,Closed,Pothole,32.904207,-117.09524,5
2021,Jan,2021-01-25,2021,Feb,2021-02-17,3219329,23,Closed,Pothole,32.7715169,-117.1401,7
2021,Jan,2021-01-26,2021,Jan,2021-01-26,3219449,0,Closed,Pothole,32.7714374,-117.14014,7
2021,Jan,2021-01-26,2021,Feb,2021-02-18,3219450,23,Closed,Pothole,32.6835035,-117.1125,8
2021,Jan,2021-01-25,2021,Jan,2021-01-26,3218104,1,Closed,Pothole,32.8501568,-117.25155,1
2021,Jan,2021-01-25,2021,Jan,2021-01-26,3218197,1,Closed,Pothole,32.8075978,-117.21154,2
2021,Jan,2021-01-25,2021,Feb,2021-02-16,3218234,22,Closed,Pothole,32.5765043,-117.09131,8
2021,Jan,2021-01-25,2021,Feb,2021-02-18,3218341,24,Closed,Pothole,32.7904437,-117.08064,7
2021,Jan,2021-01-25,2021,Jan,2021-01-26,3218363,1,Closed,Pothole,32.9132882,-117.13254,6
2021,Jan,2021-01-25,2021,Jan,2021-01-25,3218386,0,Referred,Pothole,32.8260826,-117.10218,7
2021,Jan,2021-01-25,2021,Feb,2021-02-10,3218451,16,Closed,Pothole,32.7496695,-117.20598,2
2021,Jan,2021-01-25,,,,3218456,62,In Process,Pothole,32.7116548,-117.1302,8
2021,Jan,2021-01-25,2021,Feb,2021-02-01,3218495,7,Closed,Pothole,32.8325537,-117.16386,6
2021,Jan,2021-01-25,2021,Jan,2021-01-26,3218498,1,Closed,Pothole,32.833725,-117.1706,6
2021,Jan,2021-01-25,2021,Feb,2021-02-09,3218535,15,Closed,Pothole,32.8077189,-117.02314,7
2021,Jan,2021-01-25,2021,Jan,2021-01-25,3218580,0,Referred,Pothole,32.953133,-117.24411,1
2021,Jan,2021-01-25,2021,Jan,2021-01-26,3218650,1,Closed,Pothole,32.7500647,-117.07085,4
2021,Jan,2021-01-25,2021,Jan,2021-01-26,3218904,1,Closed,Pothole,32.8072591,-117.21312,2
2021,Jan,2021-01-25,2021,Feb,2021-02-18,3219023,24,Closed,Pothole,32.7365112,-117.23106,2
2021,Jan,2021-01-25,2021,Feb,2021-02-01,3219067,7,Closed,Pothole,32.8204597,-117.16708,6
2021,Jan,2021-01-25,2021,Jan,2021-01-26,3219150,1,Closed,Pothole,32.8101248,-117.18525,6
2021,Jan,2021-01-25,2021,Jan,2021-01-30,3219271,5,Closed,Pothole,32.74833,-117.13852,3
2021,Jan,2021-01-25,2021,Feb,2021-02-10,3219275,16,Closed,Pothole,32.7111516,-117.136,8
2021,Jan,2021-01-25,2021,Feb,2021-02-10,3219279,16,Closed,Pothole,32.7111516,-117.136,8
2021,Jan,2021-01-26,2021,Jan,2021-01-27,3219473,1,Closed,Pothole,32.7706042,-117.08483,9
2021,Jan,2021-01-26,2021,Jan,2021-01-26,3219474,0,Closed,Pothole,32.8083964,-117.14675,7
2021,Jan,2021-01-26,2021,Jan,2021-01-26,3219479,0,Closed,Pothole,32.8093335,-117.14447,7
2021,Jan,2021-01-26,2021,Jan,2021-01-26,3219484,0,Closed,Pothole,32.7641844,-117.0792,9
2021,Jan,2021-01-26,2021,Jan,2021-01-26,3219485,0,Closed,Pothole,32.7630588,-117.07953,9
2021,Jan,2021-01-26,2021,Jan,2021-01-29,3219486,3,Closed,Pothole,32.7608524,-117.07126,9
2021,Jan,2021-01-26,2021,Jan,2021-01-29,3219487,3,Closed,Pothole,32.7616955,-117.07105,9
2021,Jan,2021-01-26,2021,Jan,2021-01-29,3219488,3,Closed,Pothole,32.7607389,-117.07051,9
2021,Jan,2021-01-26,2021,Jan,2021-01-26,3219562,0,Closed,Pothole,32.8115941,-117.20326,2
2021,Jan,2021-01-26,2021,Jan,2021-01-26,3219570,0,Closed,Pothole,32.7763646,-117.05709,9
2021,Jan,2021-01-26,2021,Jan,2021-01-26,3219572,0,Closed,Pothole,32.8090009,-117.14313,7
2021,Jan,2021-01-26,2021,Jan,2021-01-26,3219736,0,Closed,Pothole,32.755241,-117.10487,9
2021,Jan,2021-01-26,2021,Feb,2021-02-09,3219757,14,Closed,Pothole,32.7139212,-117.07404,4
2021,Jan,2021-01-26,2021,Feb,2021-02-01,3219800,6,Closed,Pothole,32.8228308,-117.15826,6
2021,Jan,2021-01-26,2021,Feb,2021-02-01,3219850,6,Closed,Pothole,32.9079973,-117.14374,6
2021,Jan,2021-01-26,2021,Jan,2021-01-26,3219856,0,Closed,Pothole,32.8076569,-117.21104,2
2021,Jan,2021-01-26,2021,Jan,2021-01-26,3220162,0,Closed,Pothole,32.847461,-117.25185,1
2021,Jan,2021-01-26,2021,Jan,2021-01-27,3220263,1,Closed,Pothole,32.6885555,-117.05358,4
2021,Jan,2021-01-26,2021,Jan,2021-01-26,3220266,0,Closed,Pothole,32.6891175,-117.05838,4
2021,Jan,2021-01-26,2021,Jan,2021-01-27,3220320,1,Closed,Pothole,32.8440053,-117.24678,1
2021,Jan,2021-01-26,2021,Feb,2021-02-18,3220336,23,Closed,Pothole,32.7107557,-117.08391,4
2021,Jan,2021-01-26,2021,Feb,2021-02-24,3220339,29,Closed,Pothole,32.7608405,-117.08628,9
2021,Jan,2021-01-26,2021,Feb,2021-02-03,3220439,8,Closed,Pothole,32.7934042,-117.07851,7
2021,Jan,2021-01-26,2021,Jan,2021-01-27,3220467,1,Closed,Pothole,32.8075944,-117.21175,2
2021,Jan,2021-01-26,2021,Feb,2021-02-08,3220472,13,Closed,Pothole,33.0283547,-117.06777,5
2021,Jan,2021-01-26,2021,Feb,2021-02-12,3220487,17,Closed,Pothole,32.8337869,-117.24928,1
2021,Jan,2021-01-26,2021,Jan,2021-01-27,3220562,1,Closed,Pothole,32.7334997,-117.2325,2
2021,Jan,2021-01-26,,,,3220567,61,In Process,Pothole,32.7380108,-117.08603,4
2021,Jan,2021-01-26,2021,Feb,2021-02-10,3220597,15,Closed,Pothole,32.7337142,-117.2326,2
2021,Jan,2021-01-26,2021,Feb,2021-02-04,3220609,9,Closed,Pothole,32.7168846,-117.16276,3
2021,Jan,2021-01-26,2021,Feb,2021-02-11,3220618,16,Closed,Pothole,32.8082786,-117.23399,2
2021,Jan,2021-01-26,2021,Jan,2021-01-27,3220776,1,Closed,Pothole,32.7435959,-117.18262,3
2021,Jan,2021-01-26,2021,Jan,2021-01-27,3220779,1,Closed,Pothole,32.8076201,-117.21222,2
2021,Jan,2021-01-26,2021,Feb,2021-02-11,3220855,16,Closed,Pothole,32.9416263,-117.2308,1
2021,Jan,2021-01-26,2021,Feb,2021-02-11,3220858,16,Closed,Pothole,32.9562321,-117.22661,1
2021,Jan,2021-01-27,2021,Jan,2021-01-27,3220901,0,Closed,Pothole,32.7422466,-117.09773,9
2021,Jan,2021-01-27,2021,Feb,2021-02-10,3220923,14,Closed,Pothole,32.8066436,-117.15438,7
2021,Jan,2021-01-27,2021,Feb,2021-02-01,3221040,5,Closed,Pothole,32.9080565,-117.14368,6
2021,Jan,2021-01-27,2021,Feb,2021-02-01,3221048,5,Closed,Pothole,32.9053848,-117.14969,6
2021,Jan,2021-01-27,2021,Feb,2021-02-01,3221057,5,Closed,Pothole,32.9051071,-117.14975,6
2021,Jan,2021-01-27,2021,Jan,2021-01-28,3221104,1,Closed,Pothole,32.8959307,-117.21499,6
2021,Jan,2021-01-27,2021,Jan,2021-01-28,3221119,1,Closed,Pothole,32.8216337,-117.1551,6
2021,Jan,2021-01-27,2021,Jan,2021-01-28,3221171,1,Closed,Pothole,32.5611479,-116.9626,8
2021,Jan,2021-01-27,2021,Feb,2021-02-09,3221367,13,Closed,Pothole,32.8703,-117.23273,1
2021,Jan,2021-01-27,2021,Jan,2021-01-28,3221375,1,Closed,Pothole,33.0002862,-117.07839,5
2021,Jan,2021-01-27,2021,Feb,2021-02-01,3221381,5,Closed,Pothole,32.9997845,-117.07856,5
2021,Jan,2021-01-27,2021,Jan,2021-01-27,3221398,0,Closed,Pothole,32.8300453,-117.27703,1
2021,Jan,2021-01-27,2021,Jan,2021-01-27,3221496,0,Closed,Pothole,32.7845171,-117.12532,7
2021,Jan,2021-01-27,2021,Feb,2021-02-25,3221524,29,Closed,Pothole,32.7496761,-117.10672,9
2021,Jan,2021-01-27,2021,Feb,2021-02-03,3221549,7,Closed,Pothole,32.8413149,-117.25084,1
2021,Jan,2021-01-27,2021,Jan,2021-01-27,3221996,0,Closed,Pothole,32.9480242,-117.24846,1
2021,Jan,2021-01-27,2021,Feb,2021-02-01,3221999,5,Closed,Pothole,32.8328892,-117.14728,6
2021,Jan,2021-01-28,2021,Feb,2021-02-03,3223729,6,Closed,Pothole,32.7383383,-117.17232,3
2021,Jan,2021-01-28,2021,Feb,2021-02-01,3223780,4,Closed,Pothole,32.8247738,-117.20622,2
2021,Jan,2021-01-27,2021,Jan,2021-01-27,3222000,0,Closed,Pothole,32.7845171,-117.12532,7
2021,Jan,2021-01-27,2021,Jan,2021-01-30,3222006,3,Closed,Pothole,32.8072301,-117.21325,2
2021,Jan,2021-01-27,2021,Jan,2021-01-29,3222013,2,Closed,Pothole,33.0159977,-117.05708,5
2021,Jan,2021-01-27,2021,Feb,2021-02-11,3222072,15,Closed,Pothole,32.9775012,-117.09038,5
2021,Jan,2021-01-27,2021,Feb,2021-02-08,3222140,12,Closed,Pothole,32.7335334,-117.23294,2
2021,Jan,2021-01-27,2021,Jan,2021-01-28,3222144,1,Closed,Pothole,32.7335653,-117.23238,2
2021,Jan,2021-01-27,2021,Feb,2021-02-08,3222145,12,Closed,Pothole,32.7334871,-117.23238,2
2021,Jan,2021-01-27,2021,Feb,2021-02-08,3222150,12,Closed,Pothole,32.7334748,-117.23231,2
2021,Jan,2021-01-27,2021,Feb,2021-02-08,3222151,12,Closed,Pothole,32.7322285,-117.23034,2
2021,Jan,2021-01-27,2021,Jan,2021-01-28,3222270,1,Closed,Pothole,32.8023311,-117.21171,2
2021,Jan,2021-01-27,2021,Feb,2021-02-03,3222271,7,Closed,Pothole,32.7573709,-117.22352,2
2021,Jan,2021-01-27,2021,Jan,2021-01-28,3222272,1,Closed,Pothole,32.8021222,-117.21157,2
2021,Jan,2021-01-27,2021,Jan,2021-01-28,3222276,1,Closed,Pothole,32.8007409,-117.21077,2
2021,Jan,2021-01-27,2021,Jan,2021-01-28,3222281,1,Closed,Pothole,32.8001119,-117.21044,2
2021,Jan,2021-01-27,2021,Jan,2021-01-28,3222284,1,Closed,Pothole,32.7988799,-117.20966,2
2021,Jan,2021-01-27,2021,Jan,2021-01-28,3222286,1,Closed,Pothole,32.7984299,-117.20933,2
2021,Jan,2021-01-27,2021,Jan,2021-01-28,3222288,1,Closed,Pothole,32.7983721,-117.20922,2
2021,Jan,2021-01-27,2021,Feb,2021-02-18,3222324,22,Closed,Pothole,32.5561411,-117.05184,8
2021,Jan,2021-01-27,2021,Jan,2021-01-28,3222485,1,Closed,Pothole,32.8098232,-117.13301,6
2021,Jan,2021-01-27,2021,Jan,2021-01-28,3222490,1,Closed,Pothole,33.0018568,-117.07494,5
2021,Jan,2021-01-27,2021,Jan,2021-01-28,3222519,1,Closed,Pothole,32.8064649,-117.21698,2
2021,Jan,2021-01-27,2021,Jan,2021-01-28,3222520,1,Closed,Pothole,32.8071363,-117.21386,2
2021,Jan,2021-01-27,2021,Jan,2021-01-28,3222534,1,Closed,Pothole,32.8072348,-117.21276,2
2021,Jan,2021-01-27,2021,Jan,2021-01-28,3222535,1,Closed,Pothole,32.8069467,-117.21533,2
2021,Jan,2021-01-27,2021,Jan,2021-01-28,3222536,1,Closed,Pothole,32.8060647,-117.2188,2
2021,Jan,2021-01-27,2021,Jan,2021-01-28,3222538,0,Closed,Pothole,32.8069394,-117.21477,2
2021,Jan,2021-01-27,2021,Jan,2021-01-30,3222612,3,Closed,Pothole,32.8062492,-117.21901,2
2021,Jan,2021-01-28,2021,Feb,2021-02-01,3223797,4,Closed,Pothole,32.9043361,-117.1369,6
2021,Jan,2021-01-27,2021,Jan,2021-01-28,3222670,0,Closed,Pothole,32.8075699,-117.21177,2
2021,Jan,2021-01-27,2021,Jan,2021-01-28,3222673,0,Closed,Pothole,32.8922185,-117.13838,6
2021,Jan,2021-01-27,2021,Jan,2021-01-28,3222674,0,Closed,Pothole,32.8907704,-117.14094,6
2021,Jan,2021-01-27,2021,Jan,2021-01-28,3222675,0,Closed,Pothole,32.890129,-117.14214,6
2021,Jan,2021-01-28,2021,Feb,2021-02-09,3222730,12,Closed,Pothole,32.7133766,-117.08413,4
2021,Jan,2021-01-28,2021,Jan,2021-01-28,3222769,0,Closed,Pothole,32.8002172,-117.14507,7
2021,Jan,2021-01-28,2021,Jan,2021-01-28,3222770,0,Closed,Pothole,32.7651093,-117.07942,9
2021,Jan,2021-01-28,2021,Feb,2021-02-01,3222783,4,Closed,Pothole,32.8094728,-117.14273,7
2021,Jan,2021-01-28,2021,Jan,2021-01-28,3222785,0,Closed,Pothole,32.8088356,-117.13707,7
2021,Jan,2021-01-28,2021,Feb,2021-02-18,3222834,21,Closed,Pothole,32.7527583,-117.22625,2
2021,Jan,2021-01-28,2021,Jan,2021-01-28,3222952,0,Closed,Pothole,32.924754,-117.13387,6
2021,Jan,2021-01-28,2021,Feb,2021-02-01,3223001,4,Closed,Pothole,32.9048683,-117.12732,6
2021,Jan,2021-01-28,2021,Jan,2021-01-29,3223020,1,Closed,Pothole,32.820265,-117.17897,6
2021,Jan,2021-01-28,2021,Jan,2021-01-29,3223050,1,Closed,Pothole,32.8704539,-117.22212,1
2021,Jan,2021-01-28,2021,Feb,2021-02-11,3223173,14,Closed,Pothole,32.8181453,-117.24142,1
2021,Jan,2021-01-28,2021,Jan,2021-01-29,3223184,1,Closed,Pothole,32.8440473,-117.24687,1
2021,Jan,2021-01-28,2021,Feb,2021-02-04,3223297,7,Closed,Pothole,32.732202,-117.0798,4
2021,Jan,2021-01-28,2021,Jan,2021-01-28,3223305,0,Closed,Pothole,32.9827953,-117.22977,1
2021,Jan,2021-01-28,2021,Jan,2021-01-29,3223422,1,Closed,Pothole,32.7468716,-117.06632,4
2021,Jan,2021-01-28,2021,Feb,2021-02-09,3223458,12,Closed,Pothole,32.7477294,-117.05087,4
2021,Jan,2021-01-28,2021,Jan,2021-01-29,3223513,1,Closed,Pothole,32.8021834,-117.22041,2
2021,Jan,2021-01-28,2021,Jan,2021-01-29,3223547,1,Closed,Pothole,32.733171,-117.23355,2
2021,Jan,2021-01-28,2021,Feb,2021-02-02,3223624,5,Closed,Pothole,32.7586855,-117.1959,3
2021,Jan,2021-01-28,2021,Feb,2021-02-04,3223648,7,Closed,Pothole,32.7128988,-117.15199,3
2021,Jan,2021-01-28,2021,Jan,2021-01-29,3223713,1,Closed,Pothole,32.8360705,-117.2014,6
2021,Jan,2021-01-28,2021,Jan,2021-01-30,3223838,2,Closed,Pothole,32.8625942,-117.24286,1
2021,Jan,2021-01-28,2021,Jan,2021-01-29,3223878,1,Closed,Pothole,32.8411447,-117.25075,1
2021,Jan,2021-01-28,2021,Jan,2021-01-29,3223886,1,Closed,Pothole,32.8077603,-117.21092,2
2021,Jan,2021-01-28,2021,Jan,2021-01-29,3223888,1,Closed,Pothole,32.8066556,-117.21606,2
2021,Jan,2021-01-28,2021,Jan,2021-01-29,3223937,1,Closed,Pothole,32.832235,-117.16384,6
2021,Jan,2021-01-28,2021,Feb,2021-02-24,3223952,27,Closed,Pothole,32.572061,-117.07946,8
2021,Jan,2021-01-28,2021,Feb,2021-02-17,3223975,20,Closed,Pothole,32.8330489,-117.12107,6
2021,Jan,2021-01-28,2021,Jan,2021-01-29,3223994,0,Closed,Pothole,32.8069078,-117.21482,2
2021,Jan,2021-01-28,2021,Feb,2021-02-01,3223995,4,Closed,Pothole,32.9191956,-117.12702,6
2021,Jan,2021-01-28,2021,Jan,2021-01-29,3224020,0,Closed,Pothole,32.8075152,-117.21182,2
2021,Jan,2021-01-28,2021,Jan,2021-01-29,3224034,0,Closed,Pothole,32.8068055,-117.21523,2
2021,Jan,2021-01-29,2021,Jan,2021-01-29,3224073,0,Closed,Pothole,32.7686612,-117.18298,2
2021,Jan,2021-01-29,2021,Feb,2021-02-01,3224149,3,Closed,Pothole,32.884076,-117.15287,6
2021,Jan,2021-01-29,2021,Feb,2021-02-18,3224180,20,Closed,Pothole,32.7075544,-117.12952,8
2021,Jan,2021-01-29,2021,Feb,2021-02-19,3224464,21,Closed,Pothole,32.8263045,-117.26012,1
2021,Jan,2021-01-29,2021,Feb,2021-02-18,3224479,20,Closed,Pothole,32.7456715,-117.21646,2
2021,Jan,2021-01-29,2021,Feb,2021-02-01,3224487,3,Closed,Pothole,32.8327532,-117.14864,6
2021,Jan,2021-01-29,2021,Feb,2021-02-01,3224512,3,Closed,Pothole,32.8004289,-117.05772,7
2021,Jan,2021-01-29,2021,Jan,2021-01-29,3224564,0,Referred,Pothole,32.7234496,-117.15756,3
2021,Jan,2021-01-29,2021,Feb,2021-02-02,3224690,4,Closed,Pothole,32.7434065,-117.05235,4
2021,Jan,2021-01-29,2021,Feb,2021-02-01,3224709,3,Closed,Pothole,32.7491898,-117.10507,9
2021,Jan,2021-01-29,2021,Feb,2021-02-01,3224713,3,Closed,Pothole,32.8099819,-117.16011,6
2021,Jan,2021-01-29,2021,Feb,2021-02-24,3224734,26,Closed,Pothole,32.7497962,-117.11795,9
2021,Feb,2021-02-01,2021,Feb,2021-02-17,3228020,16,Closed,Pothole,32.8277679,-117.20872,6
2021,Jan,2021-01-29,2021,Feb,2021-02-01,3224758,3,Closed,Pothole,32.8029665,-117.03224,7
2021,Jan,2021-01-29,2021,Feb,2021-02-08,3224813,10,Closed,Pothole,32.7333551,-117.23218,2
2021,Jan,2021-01-29,2021,Feb,2021-02-01,3224862,3,Closed,Pothole,32.5727935,-117.0188,8
2021,Jan,2021-01-29,2021,Feb,2021-02-10,3224939,12,Closed,Pothole,32.7957458,-117.12705,7
2021,Jan,2021-01-29,2021,Feb,2021-02-01,3224955,3,Closed,Pothole,32.8200588,-117.17791,6
2021,Jan,2021-01-29,2021,Feb,2021-02-05,3224956,7,Closed,Pothole,32.7127463,-117.13377,8
2021,Jan,2021-01-29,2021,Feb,2021-02-01,3224963,3,Closed,Pothole,32.7888106,-117.23462,2
2021,Jan,2021-01-29,2021,Feb,2021-02-17,3224972,19,Closed,Pothole,32.8157809,-117.15056,6
2021,Jan,2021-01-29,2021,Feb,2021-02-19,3224973,21,Closed,Pothole,32.7557279,-117.20444,2
2021,Jan,2021-01-29,,,,3224984,58,In Process,Pothole,32.7123932,-117.13373,8
2021,Jan,2021-01-29,2021,Feb,2021-02-01,3224997,3,Closed,Pothole,32.8204337,-117.16781,6
2021,Jan,2021-01-29,2021,Feb,2021-02-01,3225007,3,Closed,Pothole,32.9062241,-117.24385,1
2021,Jan,2021-01-29,2021,Feb,2021-02-23,3225080,25,Closed,Pothole,32.8900583,-117.14231,6
2021,Jan,2021-01-29,2021,Feb,2021-02-01,3225096,3,Closed,Pothole,32.8479835,-117.20343,1
2021,Jan,2021-01-29,2021,Feb,2021-02-17,3225144,19,Closed,Pothole,32.8277211,-117.20856,6
2021,Jan,2021-01-29,2021,Feb,2021-02-17,3225193,19,Closed,Pothole,32.8307498,-117.18328,6
2021,Jan,2021-01-29,2021,Feb,2021-02-17,3225201,19,Closed,Pothole,32.8310259,-117.18266,6
2021,Jan,2021-01-29,2021,Feb,2021-02-01,3225228,3,Closed,Pothole,32.7074616,-117.1236,8
2021,Jan,2021-01-29,2021,Jan,2021-01-29,3225362,0,Referred,Pothole,32.7512996,-117.15829,3
