yearRequest,monthRequest,dateRequest,yearClosed,monthClosed,dateClosed,srvrequestid,caseagedays,status,servicename,latitude,longitude,district
2021,Jan,2021-01-10,2021,Jan,2021-01-10,3200195,0,Closed,Pothole,32.7630907,-117.1212,3
2021,Mar,2021-03-25,2021,Mar,2021-03-25,3293046,0,Closed,Pothole,32.7167881,-117.16341,3
2021,Jan,2021-01-12,2021,Jan,2021-01-22,3201988,10,Closed,Pothole,32.7313616,-117.16726,3
2021,Jan,2021-01-21,2021,Jan,2021-01-30,3214074,9,Closed,Pothole,32.8644988,-117.23641,1
2021,Feb,2021-02-26,,,,3257267,31,In Process,Pothole,32.5546439,-117.04402,8
2021,Feb,2021-02-27,,,,3258681,30,In Process,Pothole,32.7190216,-117.15667,3
2021,Feb,2021-02-27,2021,Mar,2021-03-02,3259330,3,Closed,Pothole,32.6937616,-117.13588,8
2021,Feb,2021-02-27,,,,3259331,29,In Process,Pothole,32.7479333,-117.07708,9
2021,Feb,2021-02-27,2021,Mar,2021-03-02,3259332,3,Closed,Pothole,32.6937616,-117.13589,8
2021,Feb,2021-02-27,2021,Mar,2021-03-01,3259335,2,Closed,Pothole,32.6936383,-117.1359,8
2021,Mar,2021-03-27,,,,3295109,2,In Process,Pothole,32.8013403,-117.07179,7
2021,Mar,2021-03-27,,,,3295110,2,In Process,Pothole,32.8005929,-117.06244,7
2021,Jan,2021-01-04,2021,Jan,2021-01-04,3192654,0,Closed,Pothole,32.7496244,-117.09807,9
2021,Jan,2021-01-04,2021,Jan,2021-01-04,3192684,0,Closed,Pothole,32.6975422,-117.02583,4
2021,Jan,2021-01-04,2021,Jan,2021-01-19,3192784,15,Closed,Pothole,32.680487,-117.11834,8
2021,Jan,2021-01-04,2021,Jan,2021-01-04,3192804,0,Closed,Pothole,32.8109042,-117.17792,6
2021,Jan,2021-01-04,2021,Jan,2021-01-12,3192824,8,Closed,Pothole,33.0197539,-117.07051,5
2021,Jan,2021-01-04,2021,Jan,2021-01-21,3192850,17,Closed,Pothole,32.9878273,-117.07799,5
2021,Jan,2021-01-05,2021,Jan,2021-01-05,3194044,0,Closed,Pothole,32.7478837,-117.15498,3
2021,Jan,2021-01-04,2021,Jan,2021-01-21,3192872,17,Closed,Pothole,32.9816661,-117.07378,5
2021,Jan,2021-01-04,2021,Jan,2021-01-05,3192886,1,Closed,Pothole,32.5728323,-117.09194,8
2021,Jan,2021-01-04,2021,Jan,2021-01-11,3192974,7,Closed,Pothole,32.8188852,-117.15308,6
2021,Jan,2021-01-04,2021,Jan,2021-01-19,3193004,15,Closed,Pothole,32.568523,-117.07113,8
2021,Jan,2021-01-04,2021,Jan,2021-01-12,3193017,8,Closed,Pothole,32.7496637,-117.20614,2
2021,Jan,2021-01-04,2021,Jan,2021-01-11,3193075,7,Closed,Pothole,32.8146341,-117.17949,6
2021,Jan,2021-01-04,2021,Jan,2021-01-07,3193194,3,Closed,Pothole,32.8122178,-117.21475,2
2021,Jan,2021-01-04,2021,Jan,2021-01-07,3193240,3,Closed,Pothole,32.7313979,-117.25403,2
2021,Jan,2021-01-04,2021,Jan,2021-01-12,3193274,8,Closed,Pothole,32.7514316,-117.2059,2
2021,Jan,2021-01-04,2021,Jan,2021-01-13,3193290,9,Closed,Pothole,32.7112207,-117.03007,4
2021,Jan,2021-01-04,2021,Jan,2021-01-11,3193313,7,Closed,Pothole,32.723414,-117.13083,3
2021,Jan,2021-01-04,2021,Jan,2021-01-05,3193320,1,Closed,Pothole,32.7691716,-117.11965,3
2021,Jan,2021-01-04,2021,Feb,2021-02-05,3193503,32,Closed,Pothole,32.5572799,-117.04922,8
2021,Jan,2021-01-04,2021,Jan,2021-01-07,3193555,3,Closed,Pothole,32.7767573,-117.20989,2
2021,Jan,2021-01-04,2021,Jan,2021-01-26,3193580,22,Closed,Pothole,32.7357735,-117.11054,9
2021,Jan,2021-01-04,2021,Jan,2021-01-11,3193604,7,Closed,Pothole,32.9282347,-117.144,6
2021,Jan,2021-01-04,2021,Jan,2021-01-14,3193610,10,Closed,Pothole,32.807686,-117.21112,2
2021,Jan,2021-01-04,2021,Jan,2021-01-05,3193632,1,Closed,Pothole,32.7496042,-117.09557,9
2021,Jan,2021-01-04,2021,Jan,2021-01-05,3193744,1,Closed,Pothole,32.8094703,-117.20114,2
2021,Jan,2021-01-04,2021,Jan,2021-01-07,3193745,3,Closed,Pothole,32.8099158,-117.20115,2
2021,Jan,2021-01-04,2021,Jan,2021-01-07,3193747,3,Closed,Pothole,32.8105464,-117.20114,2
2021,Jan,2021-01-04,2021,Jan,2021-01-07,3193749,3,Closed,Pothole,32.8109908,-117.20117,2
2021,Jan,2021-01-04,2021,Jan,2021-01-07,3193758,3,Closed,Pothole,32.81561,-117.15049,6
2021,Jan,2021-01-04,2021,Jan,2021-01-05,3193759,1,Closed,Pothole,32.8201444,-117.1685,6
2021,Jan,2021-01-04,2021,Jan,2021-01-07,3193767,3,Closed,Pothole,32.8172425,-117.14972,6
2021,Jan,2021-01-04,2021,Jan,2021-01-05,3193854,1,Closed,Pothole,32.7496018,-117.09711,9
2021,Jan,2021-01-04,2021,Jan,2021-01-19,3193910,15,Closed,Pothole,32.773518,-117.15404,7
2021,Jan,2021-01-05,2021,Jan,2021-01-05,3194003,0,Closed,Pothole,32.8326889,-117.1534,6
2021,Jan,2021-01-05,2021,Jan,2021-01-21,3194114,16,Closed,Pothole,32.9941969,-117.07759,5
2021,Jan,2021-01-05,2021,Jan,2021-01-13,3194352,8,Closed,Pothole,32.732073,-117.20937,2
2021,Jan,2021-01-05,2021,Jan,2021-01-27,3194371,22,Closed,Pothole,32.9048881,-117.12413,6
2021,Jan,2021-01-05,2021,Jan,2021-01-05,3194385,0,Referred,Pothole,32.7896429,-117.09738,7
2021,Jan,2021-01-05,2021,Jan,2021-01-22,3194426,17,Closed,Pothole,32.7902387,-117.10199,7
2021,Jan,2021-01-05,2021,Jan,2021-01-12,3194475,7,Closed,Pothole,32.7532148,-117.1043,9
2021,Jan,2021-01-05,2021,Jan,2021-01-13,3194526,8,Closed,Pothole,32.7173692,-117.03188,4
2021,Jan,2021-01-05,2021,Jan,2021-01-27,3194539,22,Closed,Pothole,32.7465172,-117.15588,3
2021,Jan,2021-01-05,2021,Feb,2021-02-11,3194551,37,Closed,Pothole,32.7476542,-117.15526,3
2021,Jan,2021-01-05,2021,Jan,2021-01-06,3194575,1,Closed,Pothole,32.5764999,-117.09038,8
2021,Jan,2021-01-05,2021,Jan,2021-01-14,3194576,9,Closed,Pothole,32.5764634,-117.09899,8
2021,Jan,2021-01-05,2021,Jan,2021-01-14,3194620,9,Closed,Pothole,32.756797,-117.21885,2
2021,Jan,2021-01-05,2021,Jan,2021-01-06,3194621,1,Closed,Pothole,32.8349071,-117.20018,6
2021,Jan,2021-01-05,2021,Jan,2021-01-12,3194687,7,Closed,Pothole,32.7498918,-117.10693,9
2021,Jan,2021-01-05,2021,Jan,2021-01-06,3194688,1,Closed,Pothole,32.8349371,-117.1983,6
2021,Jan,2021-01-05,2021,Jan,2021-01-06,3194690,1,Closed,Pothole,32.8349665,-117.19847,6
2021,Jan,2021-01-05,2021,Jan,2021-01-06,3194691,1,Closed,Pothole,32.834939,-117.19852,6
2021,Jan,2021-01-05,2021,Jan,2021-01-06,3194693,1,Closed,Pothole,32.8349484,-117.19857,6
2021,Jan,2021-01-05,2021,Jan,2021-01-06,3194696,1,Closed,Pothole,32.8349806,-117.19914,6
2021,Jan,2021-01-05,2021,Jan,2021-01-21,3194738,16,Closed,Pothole,32.7472805,-117.22029,2
2021,Jan,2021-01-05,2021,Jan,2021-01-21,3194739,16,Closed,Pothole,32.7473337,-117.22048,2
2021,Jan,2021-01-05,2021,Jan,2021-01-06,3194744,1,Closed,Pothole,32.7475031,-117.22106,2
2021,Jan,2021-01-05,2021,Jan,2021-01-06,3194860,1,Closed,Pothole,32.7500728,-117.07085,4
2021,Jan,2021-01-05,2021,Jan,2021-01-26,3194861,21,Closed,Pothole,32.751567,-117.06796,4
2021,Jan,2021-01-05,2021,Jan,2021-01-15,3194874,10,Closed,Pothole,32.948751,-117.25197,1
2021,Jan,2021-01-05,2021,Jan,2021-01-12,3194881,7,Closed,Pothole,32.9920846,-117.08678,5
2021,Jan,2021-01-05,2021,Jan,2021-01-14,3194890,9,Closed,Pothole,32.834819,-117.1779,6
2021,Jan,2021-01-05,2021,Jan,2021-01-14,3194903,9,Closed,Pothole,32.8347971,-117.1778,6
2021,Jan,2021-01-05,2021,Jan,2021-01-05,3195002,0,Closed,Pothole,32.8081215,-117.20949,2
2021,Jan,2021-01-05,2021,Feb,2021-02-11,3195052,37,Closed,Pothole,32.7482649,-117.15529,3
2021,Jan,2021-01-05,2021,Jan,2021-01-13,3195053,8,Closed,Pothole,32.9147901,-117.13896,6
2021,Jan,2021-01-05,2021,Jan,2021-01-13,3195068,8,Closed,Pothole,32.8052971,-117.20053,2
2021,Jan,2021-01-05,2021,Jan,2021-01-13,3195070,8,Closed,Pothole,32.8054805,-117.20055,2
2021,Jan,2021-01-05,2021,Jan,2021-01-13,3195072,8,Closed,Pothole,32.8054768,-117.20059,2
2021,Jan,2021-01-05,2021,Mar,2021-03-05,3195100,59,Closed,Pothole,32.9258342,-117.15436,6
2021,Jan,2021-01-05,2021,Jan,2021-01-12,3195147,7,Closed,Pothole,32.76705,-117.04681,9
2021,Jan,2021-01-05,2021,Jan,2021-01-06,3195193,1,Closed,Pothole,33.0335162,-117.08291,5
2021,Jan,2021-01-05,2021,Jan,2021-01-11,3195268,6,Closed,Pothole,32.9125874,-117.12442,6
2021,Jan,2021-01-05,2021,Jan,2021-01-05,3195288,0,Closed,Pothole,32.7210125,-117.15404,3
2021,Jan,2021-01-06,2021,Jan,2021-01-14,3195452,8,Closed,Pothole,32.7552439,-117.12425,9
2021,Jan,2021-01-06,2021,Jan,2021-01-13,3195644,7,Closed,Pothole,32.6813158,-117.05506,4
2021,Jan,2021-01-06,2021,Jan,2021-01-13,3195669,7,Closed,Pothole,32.8692239,-117.21395,1
2021,Jan,2021-01-06,2021,Mar,2021-03-18,3195701,71,Closed,Pothole,32.5606421,-116.97114,8
2021,Jan,2021-01-06,2021,Jan,2021-01-06,3195723,0,Closed,Pothole,32.911249,-117.12422,6
2021,Jan,2021-01-06,2021,Jan,2021-01-07,3195748,1,Closed,Pothole,32.7906778,-117.25372,2
2021,Jan,2021-01-06,2021,Jan,2021-01-07,3195749,1,Closed,Pothole,32.8537598,-117.20893,1
2021,Jan,2021-01-06,2021,Jan,2021-01-07,3195800,1,Closed,Pothole,32.9127587,-117.14464,6
2021,Jan,2021-01-06,,,,3195813,81,In Process,Pothole,32.7488519,-117.20426,2
2021,Jan,2021-01-07,2021,Jan,2021-01-14,3197278,7,Closed,Pothole,32.7527645,-117.14757,3
2021,Jan,2021-01-07,2021,Jan,2021-01-11,3197279,4,Closed,Pothole,32.7499958,-117.16018,3
2021,Jan,2021-01-06,2021,Jan,2021-01-22,3195925,16,Closed,Pothole,32.8327563,-117.27129,1
2021,Jan,2021-01-06,2021,Jan,2021-01-22,3195927,16,Closed,Pothole,32.8405084,-117.27252,1
2021,Jan,2021-01-06,2021,Jan,2021-01-22,3195931,16,Closed,Pothole,32.8327479,-117.2505,1
2021,Jan,2021-01-06,2021,Jan,2021-01-20,3195933,14,Closed,Pothole,32.8203616,-117.17809,6
2021,Jan,2021-01-06,2021,Jan,2021-01-30,3195936,24,Closed,Pothole,32.8701137,-117.24236,1
2021,Jan,2021-01-06,2021,Jan,2021-01-06,3195962,0,Referred,Pothole,32.7493921,-117.16865,3
2021,Jan,2021-01-06,2021,Jan,2021-01-06,3196000,0,Referred,Pothole,32.8356604,-117.26228,1
2021,Jan,2021-01-06,2021,Jan,2021-01-28,3196153,22,Closed,Pothole,32.7503786,-117.15557,3
2021,Jan,2021-01-06,2021,Jan,2021-01-26,3196178,20,Closed,Pothole,32.7553262,-117.054,4
2021,Jan,2021-01-06,2021,Jan,2021-01-06,3196197,0,Referred,Pothole,32.7231407,-117.22889,2
2021,Jan,2021-01-06,2021,Jan,2021-01-20,3196296,14,Closed,Pothole,32.8959276,-117.13519,6
2021,Jan,2021-01-06,2021,Jan,2021-01-20,3196301,14,Closed,Pothole,32.8269758,-117.1831,6
2021,Jan,2021-01-06,2021,Jan,2021-01-20,3196328,14,Closed,Pothole,32.8969096,-117.13663,6
2021,Jan,2021-01-06,2021,Jan,2021-01-27,3196331,21,Closed,Pothole,32.8990586,-117.14145,6
2021,Jan,2021-01-07,2021,Jan,2021-01-21,3197308,14,Closed,Pothole,32.8487906,-117.21334,1
2021,Jan,2021-01-06,2021,Jan,2021-01-30,3196344,24,Closed,Pothole,32.8702587,-117.24098,1
2021,Jan,2021-01-06,2021,Jan,2021-01-21,3196440,15,Closed,Pothole,33.0530305,-117.0661,5
2021,Jan,2021-01-07,2021,Jan,2021-01-14,3196508,7,Closed,Pothole,32.7497558,-117.17247,3
2021,Jan,2021-01-07,,,,3196600,81,In Process,Pothole,32.6930788,-117.03929,4
2021,Jan,2021-01-07,2021,Jan,2021-01-11,3196653,4,Closed,Pothole,32.9813961,-117.07462,5
2021,Jan,2021-01-07,2021,Feb,2021-02-01,3196723,25,Closed,Pothole,32.8458115,-117.02399,7
2021,Jan,2021-01-07,2021,Jan,2021-01-25,3196728,18,Closed,Pothole,32.777756,-117.08609,9
2021,Jan,2021-01-07,2021,Jan,2021-01-08,3196736,1,Closed,Pothole,32.7136712,-117.14965,3
2021,Jan,2021-01-07,2021,Jan,2021-01-11,3196746,4,Closed,Pothole,32.7587467,-117.11469,3
2021,Jan,2021-01-07,2021,Jan,2021-01-27,3196754,20,Closed,Pothole,32.843681,-117.17885,6
2021,Jan,2021-01-07,2021,Jan,2021-01-07,3196851,0,Closed,Pothole,32.7500506,-117.21026,2
2021,Jan,2021-01-07,2021,Jan,2021-01-29,3196903,22,Closed,Pothole,32.7282978,-117.10063,9
2021,Jan,2021-01-07,2021,Jan,2021-01-11,3196922,4,Closed,Pothole,32.7234802,-117.13083,3
2021,Jan,2021-01-07,2021,Jan,2021-01-27,3196934,20,Closed,Pothole,32.916885,-117.12487,6
2021,Jan,2021-01-07,2021,Feb,2021-02-08,3196976,32,Closed,Pothole,32.9943452,-117.09189,5
2021,Jan,2021-01-07,2021,Jan,2021-01-15,3196987,8,Closed,Pothole,32.6982821,-117.02625,4
2021,Jan,2021-01-07,2021,Jan,2021-01-15,3196991,8,Closed,Pothole,32.6983597,-117.02624,4
2021,Jan,2021-01-07,2021,Jan,2021-01-11,3197051,4,Closed,Pothole,32.705876,-117.03199,4
2021,Jan,2021-01-07,2021,Jan,2021-01-13,3197055,6,Closed,Pothole,32.705407,-117.03235,4
2021,Jan,2021-01-07,2021,Jan,2021-01-08,3197106,1,Closed,Pothole,32.7136712,-117.14959,3
2021,Jan,2021-01-07,2021,Jan,2021-01-27,3197152,20,Closed,Pothole,32.9112922,-117.14891,6
2021,Jan,2021-01-07,2021,Jan,2021-01-07,3197164,0,Closed,Pothole,32.9539765,-117.23347,1
2021,Jan,2021-01-07,2021,Jan,2021-01-27,3197168,20,Closed,Pothole,32.9807636,-117.24047,1
2021,Jan,2021-01-07,2021,Jan,2021-01-22,3197233,15,Closed,Pothole,32.8234135,-117.10636,7
2021,Jan,2021-01-07,2021,Jan,2021-01-11,3197380,4,Closed,Pothole,32.8514102,-117.21575,1
2021,Jan,2021-01-07,2021,Jan,2021-01-11,3197384,4,Closed,Pothole,32.8514707,-117.21642,1
2021,Jan,2021-01-07,2021,Jan,2021-01-14,3197390,7,Closed,Pothole,32.7553944,-117.12469,3
2021,Jan,2021-01-07,2021,Jan,2021-01-11,3197396,4,Closed,Pothole,32.748182,-117.22189,2
2021,Jan,2021-01-07,2021,Jan,2021-01-11,3197397,4,Closed,Pothole,32.7480955,-117.22175,2
2021,Jan,2021-01-07,2021,Jan,2021-01-11,3197398,4,Closed,Pothole,32.7480122,-117.22162,2
2021,Jan,2021-01-07,2021,Jan,2021-01-11,3197399,4,Closed,Pothole,32.7478407,-117.22135,2
2021,Jan,2021-01-07,2021,Jan,2021-01-11,3197403,4,Closed,Pothole,32.7477583,-117.2212,2
2021,Jan,2021-01-07,2021,Jan,2021-01-27,3197452,20,Closed,Pothole,32.9155784,-117.12042,6
2021,Jan,2021-01-07,2021,Jan,2021-01-07,3197483,0,Closed,Pothole,32.7504515,-117.12956,3
2021,Jan,2021-01-07,2021,Jan,2021-01-22,3197496,15,Closed,Pothole,32.7904518,-117.10517,7
2021,Jan,2021-01-07,2021,Feb,2021-02-04,3197505,28,Closed,Pothole,32.5837458,-117.03821,8
2021,Jan,2021-01-07,2021,Jan,2021-01-08,3197520,1,Closed,Pothole,32.8396299,-117.20739,6
2021,Jan,2021-01-07,2021,Jan,2021-01-19,3197541,12,Closed,Pothole,32.69674,-117.0911,4
2021,Jan,2021-01-07,2021,Jan,2021-01-15,3197549,8,Closed,Pothole,32.7589746,-117.11468,3
2021,Jan,2021-01-07,2021,Jan,2021-01-08,3197572,1,Closed,Pothole,32.8397385,-117.20752,6
2021,Jan,2021-01-07,2021,Jan,2021-01-27,3197578,20,Closed,Pothole,32.8295755,-117.20173,6
2021,Jan,2021-01-07,2021,Jan,2021-01-21,3197588,14,Closed,Pothole,32.7547825,-117.20599,2
2021,Jan,2021-01-07,2021,Jan,2021-01-14,3197621,7,Closed,Pothole,32.7507222,-117.12952,3
2021,Jan,2021-01-07,2021,Jan,2021-01-07,3197666,0,Referred,Pothole,32.7499515,-117.12961,3
2021,Jan,2021-01-07,2021,Jan,2021-01-07,3197667,0,Closed,Pothole,32.7504515,-117.12956,3
2021,Jan,2021-01-07,2021,Jan,2021-01-21,3197669,14,Closed,Pothole,32.8065085,-117.11429,7
2021,Jan,2021-01-09,2021,Jan,2021-01-11,3199214,2,Closed,Pothole,32.8679791,-117.23085,1
2021,Jan,2021-01-07,2021,Jan,2021-01-30,3197721,23,Closed,Pothole,32.8284569,-117.16299,6
2021,Jan,2021-01-07,2021,Jan,2021-01-19,3197732,12,Closed,Pothole,32.7819883,-117.15057,7
2021,Jan,2021-01-07,2021,Jan,2021-01-07,3197739,0,Closed,Pothole,32.8334417,-117.27454,1
2021,Jan,2021-01-07,2021,Jan,2021-01-15,3197795,8,Closed,Pothole,32.799724,-117.01323,7
2021,Jan,2021-01-07,2021,Feb,2021-02-08,3197815,32,Closed,Pothole,32.8022294,-117.20691,2
2021,Jan,2021-01-08,2021,Jan,2021-01-22,3197873,14,Closed,Pothole,32.790345,-117.10271,7
2021,Jan,2021-01-08,2021,Jan,2021-01-27,3197947,19,Closed,Pothole,32.9362239,-117.23827,1
2021,Jan,2021-01-08,2021,Jan,2021-01-25,3197967,17,Closed,Pothole,32.8322459,-117.18258,6
2021,Jan,2021-01-08,2021,Jan,2021-01-22,3198126,14,Closed,Pothole,32.8279069,-117.09914,7
2021,Jan,2021-01-08,2021,Jan,2021-01-13,3198371,5,Closed,Pothole,32.6814467,-117.05444,4
2021,Jan,2021-01-08,2021,Jan,2021-01-20,3198551,12,Closed,Pothole,32.8203575,-117.17817,6
2021,Jan,2021-01-08,2021,Jan,2021-01-30,3198601,22,Closed,Pothole,32.882252,-117.19354,1
2021,Jan,2021-01-08,2021,Jan,2021-01-26,3198607,18,Closed,Pothole,32.8264672,-117.26937,1
2021,Jan,2021-01-08,2021,Jan,2021-01-30,3198624,22,Closed,Pothole,32.8769457,-117.18323,1
2021,Jan,2021-01-08,2021,Jan,2021-01-22,3198626,14,Closed,Pothole,32.8231497,-117.10756,7
2021,Jan,2021-01-08,2021,Jan,2021-01-27,3198710,19,Closed,Pothole,32.8888781,-117.14598,6
2021,Jan,2021-01-08,2021,Jan,2021-01-08,3198745,0,Referred,Pothole,32.7476104,-117.12923,3
2021,Jan,2021-01-08,2021,Jan,2021-01-29,3198929,21,Closed,Pothole,32.7577549,-117.07026,9
2021,Jan,2021-01-08,2021,Jan,2021-01-11,3199066,3,Closed,Pothole,32.7460102,-117.05845,4
2021,Jan,2021-01-08,2021,Jan,2021-01-11,3199080,3,Closed,Pothole,32.8455443,-117.02443,7
2021,Jan,2021-01-08,2021,Jan,2021-01-15,3199126,7,Closed,Pothole,32.7960383,-117.07849,7
2021,Jan,2021-01-09,2021,Jan,2021-01-25,3199199,16,Closed,Pothole,32.7629251,-117.0891,9
2021,Jan,2021-01-09,2021,Jan,2021-01-15,3199215,6,Closed,Pothole,32.7513895,-117.15841,3
2021,Jan,2021-01-09,2021,Jan,2021-01-11,3199232,2,Closed,Pothole,32.750036,-117.1604,3
2021,Jan,2021-01-09,2021,Jan,2021-01-25,3199251,16,Closed,Pothole,32.7487043,-117.10706,9
2021,Jan,2021-01-09,2021,Jan,2021-01-25,3199253,16,Closed,Pothole,32.6938249,-117.11887,9
2021,Jan,2021-01-09,2021,Jan,2021-01-12,3199270,3,Closed,Pothole,32.953172,-117.10845,5
2021,Jan,2021-01-09,2021,Jan,2021-01-11,3199279,2,Closed,Pothole,32.7475995,-117.14625,3
2021,Jan,2021-01-09,2021,Jan,2021-01-26,3199297,17,Closed,Pothole,32.8313198,-117.13055,6
2021,Jan,2021-01-09,2021,Jan,2021-01-11,3199325,2,Closed,Pothole,32.750439,-117.20799,2
2021,Jan,2021-01-09,2021,Jan,2021-01-09,3199326,0,Closed,Pothole,32.8334417,-117.27454,1
2021,Jan,2021-01-09,2021,Jan,2021-01-20,3199329,11,Closed,Pothole,32.8203424,-117.17824,6
2021,Jan,2021-01-09,2021,Jan,2021-01-11,3199345,2,Closed,Pothole,32.7179099,-117.15466,3
2021,Jan,2021-01-09,2021,Jan,2021-01-14,3199352,5,Closed,Pothole,32.7223186,-117.15254,3
2021,Jan,2021-01-09,2021,Jan,2021-01-14,3199353,5,Closed,Pothole,32.7226637,-117.15215,3
2021,Jan,2021-01-09,2021,Jan,2021-01-11,3199357,2,Closed,Pothole,32.8196012,-117.09666,7
2021,Jan,2021-01-09,2021,Jan,2021-01-19,3199367,10,Closed,Pothole,32.7580404,-117.13702,3
2021,Jan,2021-01-09,2021,Jan,2021-01-19,3199368,10,Closed,Pothole,32.7580505,-117.13702,3
2021,Jan,2021-01-09,2021,Jan,2021-01-14,3199373,5,Closed,Pothole,32.7330362,-117.14615,3
2021,Jan,2021-01-09,2021,Jan,2021-01-19,3199376,10,Closed,Pothole,32.7580323,-117.13702,3
2021,Jan,2021-01-09,2021,Jan,2021-01-19,3199383,10,Closed,Pothole,32.757981,-117.137,3
2021,Jan,2021-01-09,2021,Jan,2021-01-14,3199384,5,Closed,Pothole,32.7383777,-117.14641,3
2021,Jan,2021-01-09,2021,Jan,2021-01-14,3199387,5,Closed,Pothole,32.7402052,-117.14747,3
2021,Jan,2021-01-09,2021,Jan,2021-01-19,3199391,10,Closed,Pothole,32.7579896,-117.13701,3
2021,Jan,2021-01-09,2021,Jan,2021-01-19,3199403,10,Closed,Pothole,32.747017,-117.14642,3
2021,Jan,2021-01-09,2021,Jan,2021-01-11,3199409,2,Closed,Pothole,32.7481429,-117.14637,3
2021,Jan,2021-01-09,2021,Feb,2021-02-05,3199419,27,Closed,Pothole,32.9562877,-117.11009,5
2021,Jan,2021-01-09,2021,Jan,2021-01-11,3199424,2,Closed,Pothole,32.7483745,-117.15562,3
2021,Jan,2021-01-09,2021,Jan,2021-01-11,3199506,2,Closed,Pothole,32.7557175,-117.11369,3
2021,Jan,2021-01-09,2021,Jan,2021-01-29,3199553,20,Closed,Pothole,32.7282194,-117.18259,2
2021,Jan,2021-01-09,2021,Jan,2021-01-19,3199574,10,Closed,Pothole,32.7238872,-117.16386,3
2021,Jan,2021-01-09,2021,Jan,2021-01-15,3199605,6,Closed,Pothole,32.7142653,-117.13757,3
2021,Jan,2021-01-09,2021,Jan,2021-01-29,3199613,20,Closed,Pothole,32.8535125,-117.20047,1
2021,Jan,2021-01-09,2021,Feb,2021-02-04,3199631,26,Closed,Pothole,32.9043883,-117.09669,5
2021,Jan,2021-01-09,2021,Jan,2021-01-11,3199652,2,Closed,Pothole,32.8105918,-117.25002,2
2021,Jan,2021-01-09,2021,Jan,2021-01-26,3199654,17,Closed,Pothole,32.8275061,-117.26122,1
2021,Jan,2021-01-09,2021,Jan,2021-01-19,3199773,10,Closed,Pothole,32.5804827,-117.09426,8
2021,Jan,2021-01-09,2021,Jan,2021-01-11,3199796,2,Closed,Pothole,32.7496325,-117.09692,9
2021,Jan,2021-01-09,2021,Jan,2021-01-11,3199868,2,Closed,Pothole,32.9128275,-117.14469,6
2021,Jan,2021-01-10,2021,Jan,2021-01-12,3199924,2,Closed,Pothole,32.8327624,-117.15328,6
2021,Jan,2021-01-10,2021,Jan,2021-01-11,3199925,1,Closed,Pothole,32.8328283,-117.15124,6
2021,Jan,2021-01-10,2021,Jan,2021-01-11,3199926,1,Closed,Pothole,32.8328129,-117.14914,6
2021,Jan,2021-01-10,2021,Jan,2021-01-12,3199927,2,Closed,Pothole,32.8328626,-117.14662,6
2021,Jan,2021-01-10,2021,Jan,2021-01-11,3199928,1,Closed,Pothole,32.8326629,-117.15316,6
2021,Jan,2021-01-10,2021,Jan,2021-01-11,3199930,1,Closed,Pothole,32.8326387,-117.15333,6
2021,Jan,2021-01-10,2021,Jan,2021-01-26,3199933,16,Closed,Pothole,32.829099,-117.14884,6
2021,Jan,2021-01-10,2021,Jan,2021-01-21,3199960,11,Closed,Pothole,32.7863613,-117.14216,7
2021,Jan,2021-01-10,2021,Jan,2021-01-11,3199992,1,Closed,Pothole,32.798187,-117.19402,2
2021,Jan,2021-01-10,2021,Jan,2021-01-15,3200012,5,Closed,Pothole,32.7946538,-117.02109,7
2021,Jan,2021-01-10,2021,Jan,2021-01-29,3200016,19,Closed,Pothole,32.7762412,-117.12409,7
2021,Jan,2021-01-10,2021,Jan,2021-01-12,3200028,2,Closed,Pothole,32.7600176,-117.10751,9
2021,Jan,2021-01-10,2021,Feb,2021-02-26,3200049,47,Closed,Pothole,32.8407353,-117.23782,1
2021,Jan,2021-01-10,2021,Jan,2021-01-21,3200181,11,Closed,Pothole,32.8131334,-117.21489,2
2021,Jan,2021-01-10,2021,Jan,2021-01-20,3200212,10,Closed,Pothole,32.8204296,-117.17814,6
2021,Jan,2021-01-10,2021,Jan,2021-01-13,3200280,3,Closed,Pothole,32.6862725,-117.02551,4
2021,Jan,2021-01-10,2021,Feb,2021-02-02,3200300,23,Closed,Pothole,32.7491644,-117.08271,9
2021,Jan,2021-01-10,2021,Jan,2021-01-11,3200322,1,Closed,Pothole,33.0532485,-117.03874,5
2021,Jan,2021-01-10,2021,Jan,2021-01-11,3200324,1,Closed,Pothole,33.0565529,-117.03302,5
2021,Jan,2021-01-10,2021,Jan,2021-01-11,3200326,1,Closed,Pothole,33.0567977,-117.03292,5
2021,Jan,2021-01-10,2021,Jan,2021-01-27,3200337,17,Closed,Pothole,32.8996779,-117.14277,6
2021,Jan,2021-01-10,2021,Jan,2021-01-11,3200339,1,Closed,Pothole,32.8985671,-117.14039,6
2021,Jan,2021-01-10,2021,Jan,2021-01-28,3200349,18,Closed,Pothole,32.7677351,-117.04139,9
2021,Jan,2021-01-10,2021,Jan,2021-01-12,3200355,2,Closed,Pothole,32.9403484,-117.14964,6
2021,Jan,2021-01-10,2021,Jan,2021-01-20,3200370,10,Closed,Pothole,32.716907,-117.13318,3
2021,Jan,2021-01-10,2021,Jan,2021-01-29,3200400,19,Closed,Pothole,32.7632253,-117.10236,9
2021,Jan,2021-01-10,2021,Jan,2021-01-19,3200404,9,Closed,Pothole,32.710547,-117.13841,8
2021,Jan,2021-01-10,2021,Jan,2021-01-11,3200509,0,Closed,Pothole,32.8941345,-117.11944,6
